grid_id,cell_ix,cell_iy,lon_center,lat_center,n_observation_points,n_observation_days,n_devices_observed,valid_distance_m,valid_distance_km,is_effective_coverage,n_unique_litter_events,n_detection_days,normalized_intensity_per_km,recurrence_ratio,metric_status,period_label,period_start,period_end
4838_4589,4838,4589,139.9980920822784,39.99646001803976,12,3,1,60.99736778366406,0.060997367783664,False,1,3,,1.0,not_effective,period1,2001-01-01,2001-01-31
4838_4590,4838,4590,139.99816638343972,39.99735631959839,12,3,1,121.99473210121324,0.1219947321012132,False,0,0,,0.0,not_effective,period1,2001-01-01,2001-01-31
4838_4591,4838,4591,139.99824068792924,39.99825262090296,15,3,1,91.4960013085084,0.0914960013085083,False,1,3,,1.0,not_effective,period1,2001-01-01,2001-01-31
4838_4592,4838,4592,139.99831499574702,39.999148921953456,9,3,1,91.49599871644082,0.0914959987164408,False,0,0,,0.0,not_effective,period1,2001-01-01,2001-01-31
4839_4593,4839,4593,139.9995547342829,39.99998806490623,144,8,3,15509.866434377069,15.509866434377068,True,1,8,0.06447508779208669,1.0,effective,period1,2001-01-01,2001-01-31
4839_4594,4839,4594,139.9996290638461,40.00088436364448,72,8,3,487.8514058279926,0.4878514058279926,True,1,8,2.0498044856564,1.0,effective,period1,2001-01-01,2001-01-31
4839_4595,4839,4595,139.99970339673882,40.0017806621286,180,8,3,1463.9887838092934,1.463988783809293,True,2,2,1.3661306849605828,0.25,effective,period1,2001-01-01,2001-01-31
4839_4597,4839,4597,139.9998520725133,40.00357325833436,192,8,3,1464.0802481609333,1.4640802481609332,True,1,8,0.6830226698680788,1.0,effective,period1,2001-01-01,2001-01-31
4839_4599,4839,4599,140.0000007616078,40.00536585352347,171,8,3,1464.3974061309182,1.4643974061309182,True,1,1,0.6828747413873795,0.125,effective,period1,2001-01-01,2001-01-31
4840_4593,4840,4593,140.0007201583431,39.99993089541065,24,8,3,0.0,0.0,True,1,8,,1.0,div_zero,period1,2001-01-01,2001-01-31
